case,class,P0,P1,P2
1252.png,2,5.79902748043537e-09,1.0838594789674971e-05,0.9999891519546509
1253.png,1,0.00010886439122259617,0.9997813105583191,0.00010981086961692199
1254.png,2,1.4686006188924239e-08,1.8568031009635888e-05,0.9999814033508301
1255.png,1,0.00031900935573503375,0.9995089769363403,0.00017206408665515482
1256.png,2,6.591156420654443e-08,7.781504973536357e-05,0.9999220371246338
1257.png,2,3.739550891168619e-08,9.160852641798556e-05,0.9999083280563354
1258.png,2,4.9441709393249766e-08,3.419379936531186e-05,0.9999657869338989
1259.png,2,0.00035097842919640243,0.31115207076072693,0.688497006893158
1260.png,1,0.00012003810843452811,0.6550853848457336,0.3447946310043335
1261.png,2,2.000829226744827e-06,0.010588864795863628,0.9894090890884399
1262.png,2,2.744370242169225e-08,2.675116411410272e-05,0.9999732971191406
1263.png,1,5.993641752866097e-05,0.979965329170227,0.019974784925580025
1264.png,1,0.0007406985969282687,0.9992497563362122,9.5342293207068e-06
1265.png,2,2.1211417333688587e-07,0.0007612494518980384,0.9992384910583496
1266.png,2,4.906293327167077e-08,0.00014670492964796722,0.999853253364563
1267.png,1,0.005445525050163269,0.9945510029792786,3.437781970205833e-06
1268.png,1,1.0310013749403879e-05,0.9998648166656494,0.00012488813081290573
1269.png,1,0.006345054600387812,0.9936133027076721,4.167950100963935e-05
1270.png,1,3.499771992210299e-05,0.9999078512191772,5.719819091609679e-05
1271.png,2,8.648286531354188e-09,1.3375957678363193e-05,0.9999866485595703
1272.png,2,6.239458727463898e-09,5.939858965575695e-06,0.9999940395355225
1273.png,2,3.2115858630277216e-06,0.03126737102866173,0.9687294363975525
1274.png,2,1.5853933277298893e-08,3.2152787753148004e-05,0.9999678134918213
1275.png,2,4.730286207177414e-08,9.499820589553565e-05,0.999904990196228
1276.png,2,1.6756152021457638e-08,4.331416494096629e-05,0.9999567270278931
1277.png,2,1.2992589226712425e-08,2.3560050976811908e-05,0.999976396560669
1278.png,2,6.142429924693715e-07,0.00206556124612689,0.9979338645935059
1279.png,0,0.9999986886978149,1.2793676660294295e-06,7.583070837924311e-10
1280.png,2,1.4422273864056478e-07,5.000075543648563e-05,0.9999499320983887
1281.png,2,2.2594900173089627e-08,6.125902928033611e-06,0.9999939203262329
1282.png,2,1.4156182004398943e-08,9.524449524178635e-06,0.9999904632568359
1283.png,1,0.0009237245540134609,0.9988059997558594,0.00027028805925510824
1284.png,0,0.9998995065689087,0.00010045541421277449,1.8211716579230597e-08
1285.png,1,8.082730346359313e-05,0.9998427629470825,7.635495421709493e-05
1286.png,0,0.9999961853027344,3.828878561762394e-06,2.2063699756103006e-09
1287.png,2,5.033498240436529e-08,6.104726344347e-05,0.99993896484375
1288.png,2,1.5615849946470917e-08,1.7052323528332636e-05,0.9999829530715942
1289.png,1,0.000568253977689892,0.9994263648986816,5.441416760731954e-06
1290.png,2,1.2931106851965524e-08,1.9697088646353222e-05,0.9999803304672241
1291.png,2,9.929609632308711e-07,0.005154497921466827,0.9948445558547974
1292.png,2,4.6632475658725525e-09,5.745855105487863e-06,0.9999942779541016
1293.png,2,1.2937829474424234e-08,1.0978190402965993e-05,0.9999890327453613
1294.png,2,3.222007549652517e-09,4.133332367928233e-06,0.9999958276748657
1295.png,2,6.58610632697787e-09,4.688405624619918e-06,0.9999953508377075
1296.png,2,9.060676653405153e-09,4.469521172723034e-06,0.9999955892562866
1297.png,1,7.933301822049543e-05,0.9995998740196228,0.00032084036502055824
1298.png,2,9.655667376762267e-09,9.383712495036889e-06,0.9999905824661255
1299.png,2,1.220191414574856e-08,1.2356555089354515e-05,0.9999876022338867
1300.png,2,1.406859269081906e-06,0.007085976656526327,0.9929125905036926
1301.png,2,1.8871146423293794e-08,2.347709050809499e-05,0.9999765157699585
1302.png,2,7.213768071778759e-07,0.0010735165560618043,0.9989257454872131
1303.png,1,0.0017579762497916818,0.9982226490974426,1.937092383741401e-05
1304.png,2,3.270868376148428e-08,1.2355164471955504e-05,0.9999876022338867
1305.png,0,0.9999746084213257,2.5430144887650385e-05,2.315574576527979e-08
1306.png,1,0.0010231322376057506,0.9984861016273499,0.0004907723050564528
1307.png,1,0.008208740502595901,0.9917192459106445,7.20149910193868e-05
1308.png,2,4.437688261305084e-08,3.183471562806517e-05,0.9999681711196899
1309.png,1,0.0004200570401735604,0.9979076385498047,0.0016723356675356627
1310.png,1,0.00014939039829187095,0.5587408542633057,0.4411097764968872
1311.png,1,0.00504444120451808,0.994884192943573,7.138618093449622e-05
1312.png,2,3.280728932963939e-08,0.0001245616440428421,0.9998754262924194
