case,class,P0,P1,P2
1278.png,2,0.00022521650934661125,0.0033740611607570607,0.9964007227670777
1279.png,0,0.9918175890140167,0.007191263065449714,0.0009910882412381878
1280.png,2,0.0005505681502323882,0.0009898485899464185,0.998459604194275
1281.png,2,0.0006823632677050779,0.001112519706317615,0.9982051567968048
1282.png,2,0.000429604770281902,0.0009173525522858805,0.9986530336155762
1283.png,1,0.005101519299306031,0.9861320017401367,0.008766470226664796
1284.png,0,0.9905986042060091,0.008022948886395714,0.0013784368952724608
1285.png,1,0.004919052286558617,0.9883337753761872,0.006747117429397693
1286.png,0,0.9951528416862305,0.003503739645352794,0.0013433869928664893
1287.png,2,0.000386198550742082,0.0010615565185495618,0.9985522955796876
1288.png,2,0.000549188627132476,0.0008925916455877497,0.9985582066322174
1289.png,1,0.00613966928996041,0.9891305448044069,0.00472980698754233
1290.png,2,0.0005275531689980835,0.000897902389890859,0.9985745654102509
1291.png,2,0.0001465554324334539,0.00693999706466006,0.9929135158346589
1292.png,2,0.0005112270984614047,0.0008952884347974697,0.9985934791293457
1293.png,2,0.0005399980220232635,0.0008781328356813348,0.9985818743854127
1294.png,2,0.0005536930499033975,0.0008913634495655677,0.9985549686536895
1295.png,2,0.0005577337637478472,0.000874343232531079,0.9985679491269686
1296.png,2,0.000566236227304494,0.0008827488345277255,0.9985510421653291
1297.png,1,0.0047801021581992224,0.9876239314588304,0.007595984414259225
1298.png,2,0.00047205999505031964,0.0008907286206227666,0.9986371873097566
1299.png,2,0.0004425420908613656,0.0009254579997902097,0.9986319780552491
1300.png,2,0.00033063418667108685,0.004199329345436835,0.9954700561266616
1301.png,2,0.0004583927920158905,0.0009275191907286428,0.9986140564464814
1302.png,2,0.00024830586956323006,0.007752897200227811,0.9919987751692461
1303.png,1,0.01376254121240622,0.9827132881438493,0.003524145315726837
1304.png,2,0.00036271441890769264,0.0010798220240123802,0.9985574470052492
1305.png,0,0.9897981820395965,0.008944972565199442,0.0012568577700855946
1306.png,1,0.019300057256922565,0.9764252289323074,0.00427470778727538
1307.png,1,0.013357449176168157,0.97028099615979,0.016361554745958726
1308.png,2,0.0003584995195971759,0.0027634516720326297,0.9968780714038605
1309.png,1,0.007679874418078075,0.9862260666974123,0.00609408395039102
1310.png,2,0.00030210097923131,0.2564184777184876,0.7432794330235993
1311.png,1,0.0108221184920331,0.9856799495746079,0.003497934481420523
1312.png,2,0.00027731046328019834,0.0027232898398192604,0.9969993798815888
